"","DNUM_IC","ASUNTO","MESES_CONSUMO","IMPORTE_ACUMULADO","IMPORTE_ULTIMO_MES","ULTIMO_MES","TIPO_AMPARO"
"410",1002826379,134272,1,148928.67,148928.67,202506,"MAC"
"411",2000019019,113661,7,148873.82,5436.16,202402,"MAC"
"412",1500182647,111069,2,147811.49,3174.55,202508,"MAC"
"413",1000551146,135796,13,142683.37,36694.07,202510,"MAC"
"414",2002106809,128747,4,141568.83,45443.75,202506,"MAC"
"415",1000539213,76600,1,138318.73,138318.73,202409,"MAC"
"416",1500339376,109816,2,122857.03,121550.45,202411,"MAC"
"417",1002848302,130875,1,121550.45,121550.45,202505,"MAC"
"418",2000654269,124717,3,110118.24,70705.73,202508,"MAC"
"419",1002508898,95173,1,108300.6,108300.6,202305,"MAC"
"420",2003742089,130080,3,92577.7,34544.93,202507,"MAC"
"421",1003559279,133614,3,86126.94,5847.85,202507,"MAC"
"422",1500365705,119065,9,81287.78,30423.33,202510,"MAC"
"423",2001026919,108883,1,80174.91,80174.91,202403,"MAC"
"424",1000632730,109996,2,76177.24,38088.62,202505,"MAC"
"425",2003203957,89147,1,75000,75000,202408,"MAC"
"426",2000439241,137367,1,70705.73,70705.73,202411,"MAC"
"427",2000613653,141190,1,67629.64,67629.64,202503,"MAC"
"428",1002456228,138657,1,67149.73,67149.73,202305,"MAC"
"429",1000374154,138052,3,51813.04,1881.39,202503,"MAC"
"430",2003703994,116842,2,48663.5,3630.56,202406,"MAC"
"431",2001295115,108690,1,47464.28,47464.28,202403,"MAC"
"432",1502610335,139961,2,46949,41604.49,202506,"MAC"
"433",1002170555,118121,1,45413.36,45413.36,202404,"MAC"
"434",2001295442,141563,2,43524.78,38088.62,202505,"MAC"
"435",1002335902,141495,1,43362.43,43362.43,202404,"MAC"
"436",1000636466,115027,1,42190.47,42190.47,202305,"MAC"
"437",1002679859,138670,2,40953.9,33705.69,202409,"MAC"
"438",2001276056,136768,3,40786.91,2929.89,202506,"MAC"
"439",2003570021,109016,5,40765.26,1486.35,202311,"MAC"
"440",2001171561,140877,1,38088.62,38088.62,202505,"MAC"
"441",1002578882,114713,1,35158.73,35158.73,202305,"MAC"
"442",1500484251,135168,2,32277.08,26387.91,202306,"MAC"
"443",2000438392,46844,1,29354.38,29354.38,202405,"MAC"
"444",2001098641,131457,1,25629.35,25629.35,202311,"MAC"
"445",2000540524,128667,2,22705.15,21548.17,202404,"MAC"
"446",1000666416,128365,1,22643.96,22643.96,202409,"MAC"
"447",1000350405,130444,4,21744.64,5436.16,202508,"MAC"
"448",2001904843,122311,1,21548.17,21548.17,202404,"MAC"
"449",1002793698,89899,1,20572.1,20572.1,202412,"MAC"
"450",1002902949,138651,1,18860.66,18860.66,202308,"MAC"
"451",1003619833,126926,1,17832.83,17832.83,202403,"MAC"
"452",1002369275,116296,7,17806.2,2112.6,202503,"MAC"
"453",2002292046,132900,2,16969.88,8478.87,202406,"MAC"
"454",2002006897,112208,2,15867.32,9722.93,202503,"MAC"
"455",1500597231,132401,2,14012.62,4983.15,202405,"MAC"
"456",2001061376,128186,1,10557.61,10557.61,202406,"MAC"
"457",1002865174,130945,1,5436.16,5436.16,202407,"MAC"
"458",1002334950,115067,1,4890.73,4890.73,202404,"MAC"
"459",2000486517,126912,2,4425.91,1747.4,202506,"MAC"
"460",2000217804,127526,2,3193.86,520.56,202503,"MAC"
"461",1002793673,127362,1,2839.53,2839.53,202312,"MAC"
"462",2000015142,133628,1,2441.12,2441.12,202312,"MAC"
"463",2002418903,128065,1,2414.1,2414.1,202411,"MAC"
"464",2001610567,118454,1,2237.69,2237.69,202311,"MAC"
"465",2001975364,137719,1,1972.89,1972.89,202503,"MAC"
"466",1500416818,125725,1,1959.87,1959.87,202509,"MAC"
"467",1000460974,121975,1,1609.4,1609.4,202407,"MAC"
"468",2003342610,121556,1,566.36,566.36,202410,"MAC"
"469",2000040668,118735,1,0,0,202401,"MAC"
